157302,1099,1897,15
2074,721,585,15,157181,1897
157181,1897,15,712,105
26,27,16,1526,723,1897
26,16,1526,1897,105
15384,712,644,1897,15,84
4420,127490,311,1897,15
139,438,157279,1,15,1897
1,420,1767,196,788,15
157592,8290,157182,157181,817,5808
26,27,16,1526,157181,1897
15,9185,1982,6343,1131,157366
1897,1163,1575,157217,4405,15
157231,1897,149854,1163,57610,4730
158466,309,1,3795,1261,23086
157374,1099,1164,157990,157217,15
15,712,1099,157181,1897,105
1406,1674,982,1485,8773,15
196,788,1382,195,15876,15
157374,1099,78,157990,15,105
26,27,420,16,386,1526
1477,403,1897,15,105
438,15,712,157181,1897,105
1997,15,712,157181,1897,105
1517,1338,69480,8419,1157,15
765,9656,9911,157714,8346,15
5873,5584,15,157181,1897,105
2928,746,17201,986,315,130
327,1,420,196,788,15
2265,157663,158264,158618,158456,26787
4779,264,2197,15,105,1897
429,1766,597,15,1897,105
9804,3903,2504,1128,2082,15
1071,1068,314,157522,105,15
196,15,712,157181,1897,105
790,18971,970,943,915,15
2074,721,585,1433,1363,15
57610,10647,222,28914,712,430
386,195,274,264,394,15
608,438,15,157181,1897,105
157332,157356,1897,15,105
227,226,157271,937,157355,15
196,1382,15,157181,1897,105
1466,9969,157271,9185,1897,15
18208,157166,2886,1222,157181,105
2716,277,260,830,15
187,274,9,1,716,15
157391,28,15,157181,1897,105
721,157181,1897,105,15
2074,721,585,1433,1363,15
277,260,278,15384,21,15
105,721,1363,2074,1433,1432
4015,1595,277,436,817,15
26,27,16,1526,723,1897
264,1,2564,157263,15,1897
5578,28,712,1311,78,267
1997,422,15,157181,1897,105
1015,6777,157288,15,1897,105
26,27,139,157181,1897,105
6943,157346,5440,1272,712,15
157181,244,712,267,597,609
15384,712,157187,644,15,1897
244,561,50170,157187,15,1897
2197,15,712,157181,1897,105
139,1,1773,15,1897,105
939,2230,886,112,15,1897
26,27,16,1526,1897
392,9976,15,157181,1897,105
157306,6943,1017,7925,4239,15
10548,9466,157271,3205,2988,3678
26,1015,16,1526,1897,105
785,309,47,160368,26340,15
105,585,721,341,157442,15
6943,157357,2491,157593,863,15
597,561,56,1878,1998,773
15384,712,1897,15,105
26,16,1526,157181,1897,105
9734,8052,15,2489,1726,4809
420,1,15,157181,1897,105
15,2491,157248,2272,105,157213
2075,970,2958,3493,3596,15
438,139,420,788,644,15
157704,5570,568,2600,277,15
78,1982,712,1323,1131,1477
830,157479,1038,3125,386,5440
187,274,9,1,716,15
2075,105,970,634,15,1897
5440,157179,4973,1897,15
708,908,1372,139,195,15
6943,2491,157593,15,1897,105
101098,1517,105,1822,3715,15
1311,609,267,15,1897,105
157369,158249,14876,2278,488,15
3293,10432,4755,157266,15,1897
187,157179,15,157181,1897,105
265,386,15,157181,1897,105
157374,1164,1163,1575,15,105
4134,5250,5096,770,1130,309
187,157180,1897,15,105
705,2664,15,157181,1897,105
1871,937,157456,5440,15,1897
429,1766,608,609,712,15
1487,1311,597,267,15,1897
2491,157248,105,157213,15
2074,721,585,1433,1363,15
9456,1862,157725,2455,1477,15
2025,1998,712,1767,1041,15
585,721,1897,15,105
1789,5216,260,112,277,15
29900,15876,407,749,15,1897
1820,157423,322,157797,576,15
712,1099,1,157181,1897,105
2248,1997,422,1038,386,15
10927,105,157619,7827,15,1897
5621,5476,854,855,17549,15
157943,157421,157981,157697,157453,15
1015,438,139,420,15,1897
195,879,394,157302,1767,15
15384,712,644,1897,15,84
40416,78,1163,1897,15
157245,157253,712,99921,157187,531
3364,6231,1620,157376,15,1897
535,1878,2197,4577,157433,3364
386,1,82981,265,187,15
712,267,50170,82981,597,15
2831,3290,19190,1046,3072,5096
4405,1099,157374,157211,1897,157321
3051,5784,15,157181,1897,105
264,438,420,1,15,1897
438,1,15,157181,1897,105
274,644,341,9,15,1897
109,3937,3372,608,1767,15
69480,3854,10432,15,1897,105
112,2600,157442,341,746,15
394,788,195,196,438,15
157797,973,1059,160350,5670,159027
196,788,1382,195,644,15
260,803,277,105,441,15
157215,88472,77739,1448,15
1378,30866,3612,157271,3552,15
221,1221,2590,2588,224,15
26,27,16,1526,723,1897
1015,608,1038,15,1897,105
2201,501,15,157181,1897,105
51712,1819,1897,15,105
101098,1517,943,15,1897,105
1028,157206,934,157207,163,18971
187,1311,274,15,1897,105
15384,15,712,1099,1897,105
59425,480,26,1897,15
187,274,9,139,157245,15
810,407,1114,157181,5882,18143
157300,15,157494,1131,157334,157331
2074,721,585,1433,1363,15
157727,6290,6343,157303,6284,15
231,157794,230,1721,3217,15
4405,1099,157374,157211,1897,157321
29900,15876,407,749,15,1897
139,1,157279,15,1897,105
18971,712,3493,1897,15
4126,718,660,15,1897,105
1997,422,3610,260,1572,15
1897,1163,1575,157217,2491,4405
26,27,16,1526,723,1897
3414,483,60,563,481,15
2734,9510,10717,4051,2654,2434
264,585,1897,15,105
341,157442,133,244,15,1897
223,648,222,221,1221,2590
4705,6668,930,18017,47439,10971
26,16,1526,157181,1897,105
1997,422,3610,2664,260,15
608,1124,267,32577,1653,15
5910,157213,157529,12921,1833,12477
420,1,438,157279,157288,15
157192,105,157464,12023,157943,2912
15384,29379,712,157479,157167,296
157182,157181,157211,157321,157391,157479
644,9,15,157181,1897,105
157374,1099,157990,15,157181,105
139,438,157279,1,15,1897
1124,267,608,57610,15,1897
69480,10432,336,3854,3845,15
157283,5039,157464,4257,81,5279
105,634,157191,157248,15,1897
36736,311,69480,139,157231,105
2025,56,1497,712,15,1897
157213,157261,105,157725,157364,15
2590,1221,2588,222,292,15
2074,585,15,712,157181,1897
1378,30866,3612,157271,3552,15
438,139,420,196,788,15
2201,243,444,501,644,15
812,3676,2132,3552,15,1897
195,78,15384,394,712,15
57610,267,608,712,1124,15
563,15,712,157181,1897,105
3273,157456,937,157181,15,1897
4251,621,105,721,15,1897
5412,21814,4780,15,1897,105
1406,157271,30866,1378,15,1897
26,27,16,1526,723,1897
5732,9172,46103,158755,747,15
15384,429,1766,1,420,15
644,608,15,157181,1897,105
879,817,1767,1,629,15
989,157206,157207,7899,163,15
26,27,16,1526,723,1897
15384,157374,1099,3493,5693,712
26,27,1526,157181,1897,105
26,712,1099,157181,1897,105
609,1124,267,15,1897,105
970,2958,5256,943,157841,15
597,561,157268,57610,608,15
568,229,817,157479,2997,278
1311,609,15,157181,1897,105
3306,1059,653,3345,1497,15
1477,757,2101,1131,15,1897
438,1,1897,15,105
438,139,420,157572,788,15
1281,7174,157299,8613,74897,15
7975,889,5263,2183,961,15
644,9,157186,15,1897,105
26,27,16,1526,723,1897
243,644,3125,46,1947,15
4514,1207,9466,1485,721,15
438,139,420,788,644,15
2588,221,2590,5440,157181,15
1106,157187,57610,157179,597,15
26,27,16,1526,723,1897
438,139,420,788,15
157224,2220,157358,15,1897,105
19190,7631,2728,160726,11157,158521
438,1,157279,15,1897,105
535,712,15,12190,1609,93914
26,1526,712,157181,1897,105
24,157376,1118,29,1117,15
438,420,15,157181,1897,105
157743,7890,15,157181,1897,105
139,1,157279,15,1897,105
3612,157271,3552,30866,15,1897
15384,157288,260,1490,25,15
101098,1822,1897,105,15
230,231,4598,1023,285,15
15384,712,644,1897,15,84
2074,721,585,1433,1363,15
157464,158045,157684,157335,158427,1015
1030,1029,157206,157207,989,15
1487,1102,137251,157181,1767,15
1311,608,712,244,109,15
15384,1897,15,712,105
429,1766,245,2119,15,1897
158309,157474,2069,15,1897,105
1767,15,1099,157181,1897,105
2074,15,712,1099,1,1897
1102,244,157271,5412,157652,15
600,410,6645,1,394,15
157160,157558,157161,157678,274,17870
157302,157279,157263,157228,1015,15
608,609,712,57610,15
608,609,15,157181,1897,105
4230,2022,4357,157181,15
157187,608,157331,15,1897,105
157181,157253,15,6686,15384,94750
712,1767,473,15,1897,105
265,410,157281,264,157179,15
15,712,1272,58156,863,157448
157245,157253,712,99921,157187,531
1897,4239,84,1163,629,9780
157374,1099,18971,5693,15,1897
26,27,16,1526,723,1897
1766,712,245,15,1897,105
1028,1030,989,157206,988,8465
157271,3612,1,763,1223,15
2074,721,1433,15,157181,1897
433,439,817,803,568,15
2074,721,585,15,157181,1897
15384,1766,597,561,15,1897
2491,157248,105,1897,15
157215,1106,333,597,660,57610
157628,2469,157181,7733,15288,15
157749,3217,230,283,4514,15
1773,157288,644,15,1897,105
608,609,712,1311,1566,15
2379,10907,157423,15,1897,105
1767,81201,631,15,1897,105
195,788,157302,15,1897,105
608,267,1124,629,82981,1311
1808,1718,15,157181,1897,105
157271,3612,1,763,1223,15
1897,264,1,157302,15
26,27,1526,157181,1897,105
26,27,16,1526,196,1897
2183,243,157361,157179,157160,15
3125,2183,55,112,187,15
26,27,16,1526,723,1897
27,16,1526,712,157181,1897
644,157160,243,15,1897,105
609,1124,267,15,1897,105
1447,157425,157426,1059,15,1897
2491,1272,4239,5440,863,15
1311,608,712,244,157187,57610
2075,970,2958,3493,3596,15
943,3493,970,12477,535,15
15,1897,157302,1099,105,6943
33615,7548,1380,745,157456,15
265,386,138,2275,438,394
26,27,16,1526,723,1897
157181,157166,98,15384,157211,157640
429,608,15,157181,1897,105
1466,157271,3612,15,1897,105
3306,970,2958,3596,15
2074,721,585,1433,1363,15
660,1267,1088,1273,157181,15
26,27,1526,157181,1897,105
243,157552,644,15,1897,105
3567,743,3647,1745,961,15
59425,101098,1092,712,267,15
961,1745,6365,15,1897,105
608,712,1767,879,15,1897
1380,1378,2272,1511,15,1897
77739,1,267,157181,2015,15
1890,157181,5715,15,1897,105
2025,1998,712,1767,1041,15
157742,23554,1077,29900,267,1766
1311,267,609,265,15,1897
879,438,139,15,1897,105
2101,1131,1323,757,1475,157725
429,1766,267,15,1897,105
660,791,3337,1450,15,1897
2074,721,1433,15,157181,1897
970,2958,3596,157181,486,15
157278,15,157970,729,123,1321
157505,157648,12477,157302,15,1897
2183,243,15,157181,1897,105
1819,1029,157206,1030,15,1897
264,157281,15,157181,1897,105
1015,2074,721,585,1433,15
394,1,195,196,644,15
265,274,422,56,1998,644
15,2491,3532,105,723,244
394,1,15,157181,1897,105
2101,438,15,157181,1897,105
420,1,438,187,15,1897
1897,1163,1575,157217,196,788
394,1,3710,4904,15,1897
139,16,712,157181,1897,105
438,139,420,788,15,1897
15,3957,15714,12400,4756,13567
244,59425,4707,1858,429,610
274,608,609,712,1311,15
26,27,16,1526,723,1897
229,260,1897,84,1163,1324
2272,937,157456,15,1897,105
26,16,1526,157181,1897,105
4809,2491,3749,33615,15,1897
1897,712,1099,157181,157374,105
274,15,1897,712,157181
196,157218,187,139,195,708
10647,3273,15,157181,1897,105
26,27,1526,157181,1897,105
772,712,81201,157187,15,1897
15384,15,712,1099,1897,105
15384,712,187,1897,15
608,267,1124,629,15,1897
157374,1164,1163,1575,15,105
410,196,788,1382,15,1897
26,27,16,1526,723,1897
157192,157697,158778,986,474,158045
157943,157421,157981,157697,157453,15
2676,157522,1071,785,15622,15
392,1313,6041,73,474,15
2491,483,1897,15,105
28,608,609,15,1897,105
157374,1164,15,712,157181,105
3337,10910,9185,15,1897,105
8490,157976,157169,2440,49,4369
15384,15,57610,712,1475,644
26,27,16,1526,723,1897
105,585,721,4590,1432,15
3125,55,15,157181,1897,105
132,157181,131,105,134,15
15,712,1099,157181,1897,105
112,388,28,2254,157245,15
267,101098,608,1517,15,1897
26,27,16,1526,723,1897
1595,1102,433,439,15,1897
1766,712,15,157181,1897,105
107,631,4710,608,33354,15
157423,1066,427,1820,321,15
274,157181,1,15,1897,105
3371,1380,1378,2272,15,1897
1497,3732,712,22160,137251,15
69480,1517,3715,9072,10432,15
101098,1517,105,1822,15,1897
244,1766,157331,1497,15,1897
597,222,157186,773,15,1897
139,1,157279,15,1897,105
2025,15,157181,712,1897,105
15384,1,15,712,1897,105
157648,157725,47412,741,2321,15
229,2379,480,260,1897,15
196,15,712,157181,1897,105
631,244,1102,15,1897,105
3125,2183,55,187,15,1897
125,772,660,4134,15,1897
652,653,10221,2632,15,1897
6943,4239,15,1272,863,81
157169,157888,157236,3585,15,1897
386,15,712,157181,1897,105
879,989,50170,157187,15,1897
243,644,3125,46,1,15
26,27,16,1526,1897,105
608,609,15,1897,105
15,26,27,2171,723,1526
420,195,2074,721,585,15
2379,576,5488,15,1897,105
101098,1517,105,1822,3715,15
2074,721,585,1433,1363,15
195,15384,244,2074,721,15
2074,721,585,1433,1363,15
2230,1686,1897,15,105
5096,2082,1206,4135,11420,15
2074,721,15,712,157181,1897
2074,721,585,1433,1363,15
420,1,438,15,1897,105
5625,2067,11764,15,1897,105
943,3493,970,1561,2075,15
1878,4690,2638,985,157376,15
721,585,1433,15,157181,1897
429,245,2119,15,1897,105
1447,1059,672,2315,15,1897
863,7160,2784,2604,15,1897
2074,721,585,1433,1363,15
27,16,712,157181,1897,105
260,568,277,439,2719,761
420,1,438,157279,157288,15
15,712,1099,157181,1897,105
438,139,157279,15,1897,105
26,27,16,1526,1897,105
433,439,260,817,15,1897
274,3125,187,2183,15,1897
1,54,915,2379,15,1897
26,27,16,1526,723,1897
660,2185,148,661,157652,15
1767,267,28,157181,629,15
438,265,139,420,788,15
1597,1038,386,5440,196,15
438,139,420,187,15,1897
157374,1099,1164,157990,157217,15
386,195,394,157302,15,1897
157358,158921,158454,157180,1477,15
438,420,15,157181,1897,105
84,15,6293,105,10263,3217
26,27,16,1526,723,1897
1,420,139,15,1897,105
107,78,157181,265,631,712
157572,743,1871,3647,1513,15
1380,2297,1871,15,1897,105
604,1450,930,157181,123,13735
15,2491,157648,157248,105,157276
1897,157302,1099,105,15
1997,422,3610,4420,127490,15
410,908,139,15,1897,105
568,157181,1897,15,105
26,27,16,1526,723,1897
394,1,195,196,644,15
267,608,712,1124,1311,15
830,1071,699,157522,15,1897
187,196,788,1382,195,15
27,16,1526,157181,1897,105
386,264,157268,57610,1311,157160
157464,157684,2595,157212,19190,157183
51712,157206,163,1030,1785,15
608,609,712,1311,1566,15
157549,157467,157339,829,817,15
438,15,712,157181,1897,105
608,609,712,1311,15
597,712,2564,109,3937,15
429,1766,245,2119,1487,15
15,157160,58613,157179,4381,265
1982,1323,1131,757,1475,1477
26,27,16,1526,723,1897
1487,608,438,15,1897,105
15384,712,187,15,1897,105
16,1526,712,157181,1897,105
26,27,16,1526,1897,105
438,264,139,15,1897,105
196,1382,15,157181,1897,105
2491,1272,4239,15,1897,105
26,27,16,1526,723,1897
26,16,1526,157181,1897,105
394,157181,1897,15,105
392,2491,157279,9185,15
597,773,15,157181,1897,105
15384,712,644,1897,15,84
157288,644,15,157181,1897,105
2074,721,585,1433,1363,15
57610,608,15,157181,1897,105
2074,721,585,1433,1363,15
1015,157288,644,139,157160,15
2201,1773,157302,139,28914,196
19,1,15,157181,1897,105
438,139,420,788,644,15
438,196,139,15,1897,105
26,16,1526,157181,1897,105
26,27,16,1526,1897,105
81201,43112,157331,1311,608,15
196,644,9,15,1897,105
1071,69480,1068,2069,15,1897
6943,157357,2491,157593,863,15
7728,157959,159333,158889,105,15
4710,33354,157253,157331,244,15
157648,157725,47412,741,2321,15
157374,1099,1164,157990,157217,15
609,15,712,157181,1897,105
1871,15,712,157181,1897,105
327,908,1106,139,15,1897
1767,267,15,157181,1897,105
608,609,712,57610,1311,15
139,1,157279,15,1897,105
2074,721,585,15,157181,1897
327,394,15,157181,1897,105
27,16,1526,157181,1897,105
101098,1517,1338,105,1822,15
157480,157484,15,157181,1897,105
274,644,9,5174,157161,15
1215,1059,15,157181,1897,105
361,182,157181,15,1897,105
1272,50979,105,157584,157782,15
1447,1897,394,157302,15
157374,1099,139,15,157181,105
26,16,386,1526,1897,105
27,16,1526,712,157181,1897
2074,721,585,15,157181,1897
26,27,16,157181,1897,105
26,27,16,1526,723,1897
26,27,1526,712,157181,1897
195,394,274,1038,386,5440
600,410,6645,1,394,15
1997,422,3610,260,1572,15
1767,267,28,157181,629,15
2074,721,585,15,157181,1897
2185,1268,719,1088,659,15
105,524,7838,1363,721,15
196,410,2074,721,585,15
597,561,608,773,712,15
701,260,277,817,11703,15
608,609,196,788,712,15
27,16,1526,157181,1897,105
267,608,712,1124,1311,15
660,661,157652,5933,148,15
244,15,157181,712,1099,1897
105,585,2074,1363,524,15
187,157181,1897,15,105
101098,1517,105,1822,3715,15
3612,1378,1543,1380,812,15
9185,634,15876,749,1298,2394
157181,608,609,712,1311,15
1038,386,5440,432,196,157160
26,27,16,1526,723,1897
231,989,6777,157206,157207,854
975,1958,2701,3612,1511,15
26,16,1526,157181,1897,105
157888,157169,6000,15,1897,105
1450,157181,3345,12477,13659,15
472,2144,277,15,1897,105
15,157181,131,2111,394,134
26,27,16,1526,723,1897
265,274,386,187,138,15
386,264,267,597,712,15
478,7051,69480,15,1897,105
1897,1163,1575,157217,1773,4405
438,15,712,157181,1897,105
392,1313,73,1335,244,15
2074,721,585,15,157181,1897
157374,1099,26,27,1164,16
2716,277,260,830,15
27,1526,712,157181,1897,105
420,139,15,157181,1897,105
420,265,1,438,157279,15
1767,267,28,157181,15,1897
26,27,16,1526,157181,1897
1,15,712,157181,1897,105
5335,467,2557,19190,157646,15
26,27,16,1526,157181,1897
644,1897,15,712,105
429,1766,394,1382,15,1897
26,27,1526,712,157181,1897
1363,721,1897,105,15
597,1106,57610,15,1897,105
2716,277,260,101098,830,15
535,712,12190,1609,15
26,27,16,1526,723,1897
26,27,16,1526,723,1897
26,27,157181,1099,712
1030,988,1131,1475,2101,15
15384,712,644,1897,15,84
420,15384,221,1,712,15
1,420,1897,15,105
2716,829,277,260,15,1897
1766,245,2119,15,1897,105
7733,8896,158458,675,15,1897
105,634,157191,157217,9185,15
1597,3345,1897,15,105
788,1382,15,157181,1897,105
158283,2455,4290,1481,3532,1908
105,585,386,2074,15,1897
81201,43112,15,157181,1897,105
1,9465,23165,3979,237,15
26,27,16,1526,1897,105
264,84,15,157181,1897,105
26,27,1526,157181,1897,105
2491,3532,105,157224,15
26,27,16,1526,723,1897
2074,721,585,1433,15,1897
157885,2491,157219,3660,15
157281,264,157179,15,1897,105
438,139,420,788,644,15
1517,44517,105,1822,15,1897
157302,1099,1897,15
26,27,16,1526,723,1897
157187,157245,531,157331,157253,15
15,2491,3532,105,466,157253
2025,1997,608,422,15,1897
15384,712,644,1897,15
157231,1897,149854,1163,57610,608
1311,267,609,157215,1102,1767
386,2622,2564,652,15,1897
105,2350,721,524,1363,15
1030,1028,988,15,1897,105
2074,721,585,1433,1363,15
26,27,16,1526,723,1897
386,264,157160,1,420,2275
386,438,264,139,420,15
1,327,2248,788,15
185,2311,157474,1059,15,1897
1311,267,1124,15,1897,105
157236,50979,15,105685,108276,157744
196,608,267,1124,1382,394
15384,712,644,1897,15
244,4710,33354,429,9162,15
1,2564,4239,19,15
420,15,712,157181,1897,105
157648,12477,157505,157181,2101,120542
2074,721,585,1433,1363,15
26,27,16,1526,723,1897
69480,1158,626,157929,3414,15
27,16,1526,157181,1897,105
229,274,187,260,265,15
743,1972,3647,1684,15,1897
1311,267,609,4710,1102,1767
157374,1099,26,27,1164,16
1466,157364,15,157181,1897,105
535,6943,157357,15,1897,105
1897,1163,1575,157217,4405,15
2015,15,660,4126,718,712
1,420,803,15,1897,105
985,2638,15,157181,1897,105
621,113202,15384,25351,33521,1487
631,608,15,157181,1897,105
1767,267,28,157181,629,15
157283,7891,8290,15,1897,105
1,420,139,644,600,15
27,16,1526,157181,1897,105
157288,644,139,15,1897,105
3612,1380,157271,3552,2297,15
196,788,1382,195,644,15
1311,879,267,609,1102,1767
27,1526,712,157181,1897,105
2456,3833,6522,6521,1886,15
2564,2242,195,1382,438,15
1,15,712,157181,1897,105
10432,69480,8536,15,1897,105
40416,1163,1099,1897,15
26,16,712,157181,1897,105
410,265,386,856,6645,15
26,27,1526,157181,1897,105
3125,908,139,2183,195,15
157648,681,6098,14159,15,1897
2197,4577,4028,15,1897,105
561,267,597,712,608,15
1466,2132,478,120542,7051,15
1,420,139,15,1897,105
817,2917,634,15,105,1897
1030,879,8465,712,15,1897
792,985,2807,291,157376,15
394,1382,157302,15,1897,105
1,420,139,15,1897,105
433,439,817,803,568,15
18971,105,970,943,721,942
5788,5178,5179,3694,2738,15
157814,2839,5190,28369,18798,15
438,139,420,15,1897,105
157479,260,1181,2155,15,1897
597,15,712,157181,1897,105
157180,15876,105,634,157191,15
743,644,1972,1684,15,1897
50170,157187,157331,1102,101098,333
1487,712,1124,267,608,15
107,429,1766,1038,631,15
644,394,157229,15,1897,105
26,27,712,157181,1897,105
708,196,788,1382,84,15
26,27,420,16,1526,1897
438,1,15,157181,1897,105
2491,3532,105,6005,15
157180,15876,157346,634,157677,407
438,139,420,788,644,15
139,196,15384,438,15,1897
1311,78,2074,721,585,15
157181,1311,609,267,608,50
830,1038,386,5440,196,15
474,157943,2474,157181,105,15
27,16,1526,157181,1897,105
2564,2242,19,157279,157302,15
26,27,16,1526,1897,105
157213,2491,863,157788,15,1897
438,157181,1897,15,105
26,27,16,1526,723,1897
2069,3281,1743,157181,361,15
107,78,712,84,15,1897
15384,125,394,15,1897,105
157231,15,157181,1897,105
420,1015,264,1,15,1897
196,1382,394,788,15,1897
26,27,16,1526,723,1897
672,1743,105,158309,1,15
26,27,16,1526,723,1897
341,157442,133,157179,15,1897
4903,74,15,157181,1897,105
1131,1475,157182,222,1477,157181
420,105,2101,1,15,1897
908,139,195,157160,420,15
429,1766,608,267,1124,15
438,196,139,15,1897,105
608,879,609,157187,712,15
2183,243,157361,157179,157160,15
15384,712,1897,15,105
274,196,644,9,15,1897
2074,721,1433,15,157181,1897
15384,157211,158084,6668,120542,15
2101,1131,187,157181,15,1897
2491,1272,4239,5440,863,15
1038,386,157186,5440,15,1897
157906,1187,3093,531,62085,158030
609,15,712,157181,1897,105
15,2491,2272,3532,105,121
2025,60,56,1646,15,1897
26,27,16,1526,723,1897
157423,4271,576,157160,3825,15
16,1099,712,157181,1897,105
438,157279,1,15,1897,105
1597,260,817,277,829,15
634,29900,749,15876,157253,15
157376,157452,2748,56849,4217,15
1147,10134,26940,8903,17967,4278
57610,608,267,15,1897,105
78,772,712,15,105,1897
2294,157215,1002,403,157725,15
600,6645,856,15,1897,105
3125,157186,265,15,1897,105
15384,712,644,1897,15,84
1808,57610,187,644,438,157179
394,1382,15,157181,1897,105
480,712,5440,863,298,15
26,27,16,1526,723,1897
1897,15,1163,1575,157217,4405
15,2491,3532,105,723,244
394,1382,157302,15,1897,105
2248,481,187,157181,1,563
26,27,1526,157181,1897,105
394,1,195,196,644,15
26,27,712,157181,1897,105
4217,157182,1059,5708,2272,15
244,879,15,57610,333,712
157446,1222,18208,7756,105,15
1311,609,267,608,50,28
2716,2664,277,260,830,15
10331,157212,19190,157943,1089,4655
195,394,77739,157302,644,15
157446,3709,157990,18208,13398,15
26,27,16,1526,723,1897
327,2213,644,139,187,15
157181,121,10968,157321,1380,15
2220,2621,98,15,1897,105
57610,597,1106,15,1897,105
13754,531,63,1475,2101,12477
15384,429,1766,2025,15
2075,970,2958,3493,3596,15
879,1311,51712,609,57610,15
27,16,1099,712,1897,105
4875,157320,161078,10999,19190,10429
2025,1998,712,1767,1041,15
392,55,939,903,131,15
9466,1485,121,1378,157358,15
2159,9541,158222,2443,1384,15
712,644,1466,1897,15
660,157725,157364,13659,1475,15
1311,267,772,609,81201,1102
1897,187,1163,1575,157217,4405
157239,157302,157230,157160,157161,15
157181,3338,817,1433,260,15
1,2564,19,798,394,15
438,196,1,788,15,1897
856,6645,15,157181,1897,105
130,157533,395,15,1897,105
187,157181,1897,15,105
